Grapheme	IPA	Frequency
^k	k	14
ɨ	*ɨ/ɨ	11
t	t	11
ɨ$	*ɨ/ɨ	11
^ⁿd	ⁿd	13
u	*u/u	23
tʸ	tʲ	10
i$	*i/i	12
^č	tʃ	10
i	*i/i	19
o$	*o/o	8
^y	*y/j	19
u̧	*u̧/ũ	11
m	m	8
a̧$	*a̧/ã	13
a	*a/a	31
ʔ	ʔ	36
n	n	6
u̧$	*u̧/ũ	13
^s	s	9
a$	*a/a	23
^u	*u/u	6
w	*w/β	17
^n	n	3
ɨ̧̀	ɨ̃ ¹	2
ñ	ɲ	18
ɨ̧̀$	ɨ̃ ⁵	2
^š	ʃ	3
k	k	11
a̧	*a̧/ã	7
i̧$	*i̧/ĩ	17
e	*e/e	7
e$	*e/e	7
^t	t	12
-	+	13
š	ʃ	3
^w	*w/β	7
č	tʃ	11
s	s	6
^i	*i/i	3
u$	*u/u	13
^kʷ	kʷ	8
o	*o/o	5
^u̧	*u̧/ũ	2
^tʸ	tʲ	5
i̧	*i̧/ĩ	4
^ñ	ɲ	3
^o̧	*o̧/õ	1
o̧$	*o̧/õ	7
ɨ̧	*ɨ̧/ɨ̃	2
ɨ̧$	*ɨ̧/ɨ̃	2
^l	l	2
kʷ	kʷ	1
^m	m	1
^ⁿdʸ	ⁿdʲ	3
y	*y/ʒ	7
^i̧	*i̧/ĩ	2
^r	*r/ɾ	1
o̧	*o̧/õ	7
ù	u ¹	1
ù̧$	ũ ¹	1
ⁿdʸ	ⁿdʲ	1
l	l	1
^a	*a/a	1
^a̧	*a̧/ã	1
